Mes;Nom mes;Any;Regió Policial (RP);Àrea Bàsica Policial (ABP);Títol Codi Penal;Tipus de fet;Coneguts;Resolts;Detencions
1;gener;2019;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra la llibertat;Coaccions;5;3;
1;gener;2019;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra la llibertat i la indemnitat sexuals;Exhibicionisme i provocació sexual;2;;
1;gener;2019;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra l'Administració de justícia;Trencament de condemna;1;1;1
1;gener;2019;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;4;4;3
1;gener;2019;RP  Metropolitana Nord;ABP Premià de Mar;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;1;2;2
1;gener;2019;RP  Metropolitana Nord;ABP Premià de Mar;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Protecció de la flora, fauna i animals domèstics;1;3;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;De l’homicidi i les seves formes;Homicidi temptativa;2;2;2
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;De les falsedats;De la usurpació de l'estat civil;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;De les falsedats;Falsedats documentals;4;4;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;De les falsedats;Usurpació de funcions públiques i intrusisme;8;9;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;De les lesions;Lesions;24;23;5
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;4;5;1
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;8;2;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;139;9;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;136;20;1
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;179;21;4
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;12;12;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;120;10;13
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;62;;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;26;5;1
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;11;2;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Blanqueig de capitals;;1;1
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra l’honor;Injúria;;;1
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra la llibertat;Amenaces;25;21;4
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra la llibertat;Coaccions;5;3;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;3;4;1
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;2;2;4
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;;2;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;2;2;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra l'Administració de justícia;Trencament de condemna;3;3;2
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;4;4;3
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;2;2;1
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Contra el patrimoni històric;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Rubí;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Protecció de la flora, fauna i animals domèstics;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;De les falsedats;De la usurpació de l'estat civil;4;1;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;De les falsedats;Falsedats documentals;3;2;1
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;De les falsedats;Usurpació de funcions públiques i intrusisme;2;;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;De les lesions;Lesions;59;41;13
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;5;3;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;10;8;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;188;15;1
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;204;12;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;329;48;14
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;15;14;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;140;7;4
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;112;1;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;47;8;5
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;18;11;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;;2;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra l’honor;Injúria;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra l’honor;Calúmnia;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;5;3;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;3;2;8
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra la llibertat;Amenaces;33;33;5
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra la llibertat;Coaccions;12;8;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra la llibertat;Detenció il·legal;;1;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;4;2;1
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;;1;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;2;1;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra l'Administració de justícia;Trencament de condemna;5;5;3
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra l'ordre públic;Organitzacions i grups criminals;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;8;8;8
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;8;9;3
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Contra els recursos naturals i el medi ambient;;1;
1;gener;2019;RP  Metropolitana Nord;ABP Sabadell;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Protecció de la flora, fauna i animals domèstics;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;De les falsedats;De la usurpació de l'estat civil;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;De les falsedats;Falsedats documentals;5;4;2
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;De les falsedats;Falsificació de moneda i efectes timbrats;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;De les lesions;Lesions;46;41;12
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;53;7;3
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;64;14;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;141;24;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;11;7;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;39;5;8
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;27;2;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;38;7;4
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;33;13;3
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;2;2;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra l’honor;Injúria;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;1;;1
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra la llibertat;Amenaces;22;19;6
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra la llibertat;Coaccions;3;3;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;2;2;1
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;2;2;1
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra l'Administració de justícia;Trencament de condemna;9;9;6
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;8;8;6
1;gener;2019;RP  Metropolitana Nord;ABP Santa Coloma de Gramenet;Dels delictes contra la hisenda pública i contra la Seguretat Social;Hisenda pública i seguretat social;;1;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;De l’homicidi i les seves formes;Homicidi temptativa;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;De les falsedats;Falsedats documentals;2;2;1
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;De les falsedats;Usurpació de funcions públiques i intrusisme;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;De les lesions;Lesions;58;50;18
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;3;4;1
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;8;3;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;145;13;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;186;18;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;281;47;6
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;18;15;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Propietat industrial;1;;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;2;1
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;74;5;6
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;81;8;3
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;37;16;18
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;12;4;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;4;4;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra l’honor;Injúria;2;1;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;2;1;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;2;2;2
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra la llibertat;Amenaces;31;28;3
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra la llibertat;Coaccions;5;4;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra la llibertat;Detenció il·legal;1;1;2
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;4;4;4
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;1;
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra l'Administració de justícia;Trencament de condemna;4;5;3
1;gener;2019;RP  Metropolitana Nord;ABP Terrassa;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;6;5;4
